Time (UTC),Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation
3/1/2020 18:10,0.33551323,0.34810245
3/1/2020 18:19,0.35374948,0.36995
3/1/2020 18:29,0.3449148,0.35930514
3/1/2020 18:40,0.3366367,0.34933552
3/1/2020 18:50,0.36283273,0.3804693
3/1/2020 19:00,0.32511815,0.33576772
3/1/2020 19:10,0.3334105,0.34561843
3/1/2020 19:20,0.34786224,0.3627705
3/1/2020 19:30,0.33798203,0.35103104
3/1/2020 19:39,0.3347635,0.34727097
3/1/2020 19:50,0.33259916,0.3448185
3/1/2020 20:00,0.35190597,0.3679777
3/1/2020 20:10,0.34145737,0.35495815
3/1/2020 20:20,0.34382293,0.358414
3/1/2020 20:30,0.33504516,0.34741095
3/1/2020 20:40,0.35171688,0.36746463
3/1/2020 20:49,0.348193,0.36324775
3/1/2020 21:00,0.3456478,0.36017993
3/1/2020 21:10,0.3478835,0.36303827
3/1/2020 21:20,0.35191065,0.3677129
3/1/2020 21:30,0.32448447,0.33489832
3/1/2020 21:40,0.3291403,0.34062296
3/1/2020 21:50,0.33467403,0.3471044
3/1/2020 21:59,0.34231904,0.3562971
3/1/2020 22:10,0.3490855,0.3644137
3/1/2020 22:20,0.32906085,0.34031653
3/1/2020 22:30,0.3494158,0.36474735
3/1/2020 22:40,0.335468,0.34804666
3/1/2020 22:50,0.3408672,0.3545882
3/1/2020 23:00,0.34456736,0.3588863
3/1/2020 23:09,0.33988103,0.35337302
3/1/2020 23:20,0.33519703,0.34786066
3/1/2020 23:30,0.33635673,0.349051
3/1/2020 23:40,0.33597827,0.34858713
3/1/2020 23:50,0.36863473,0.38785923
3/2/2020 0:00,0.43007398,0.46144634
3/2/2020 0:10,0.3400698,0.35374492
3/2/2020 0:19,0.35106552,0.36683595
3/2/2020 0:30,0.3621798,0.38008136
3/2/2020 0:40,0.34750405,0.36247683
3/2/2020 0:50,0.35183036,0.3675433
3/2/2020 1:00,0.33990014,0.35334438
3/2/2020 1:10,0.3363343,0.3492634
3/2/2020 1:19,0.33649284,0.34928545
3/2/2020 1:30,0.33854818,0.35159862
3/2/2020 1:40,0.36233464,0.38007617
3/2/2020 1:50,0.34135264,0.3549628
3/2/2020 2:00,0.33693504,0.34987423
3/2/2020 2:10,0.33986878,0.35353354
3/2/2020 2:20,0.32516825,0.33589536
3/2/2020 2:29,0.34064856,0.35428554
3/2/2020 2:40,0.35576388,0.37224042
3/2/2020 2:50,0.34781185,0.36257222
3/2/2020 3:00,0.3381194,0.35126224
3/2/2020 3:10,0.36476347,0.3830573
3/2/2020 3:20,0.33284277,0.34500036
3/2/2020 3:30,0.3422485,0.356283
3/2/2020 3:39,0.3774503,0.39829823
3/2/2020 3:49,0.3565759,0.37334105
3/2/2020 4:00,0.33507302,0.34762305
3/2/2020 4:10,0.3364935,0.34918016
3/2/2020 4:20,0.34080338,0.35447037
3/2/2020 4:30,0.35779393,0.3750473
3/2/2020 4:40,0.34221703,0.35605738
3/2/2020 4:50,0.33797187,0.35120618
3/2/2020 4:59,0.3322894,0.34436658
3/2/2020 5:10,0.32660875,0.3375287
3/2/2020 5:20,0.34094203,0.35477126
3/2/2020 5:30,0.32127735,0.33122328
3/2/2020 5:40,0.32621115,0.33722097
3/2/2020 5:50,0.34425986,0.3585323
3/2/2020 5:59,0.36319906,0.38145483
3/2/2020 6:09,0.35133618,0.36717337
3/2/2020 6:20,0.34111717,0.35489857
3/2/2020 6:30,0.32572103,0.3366145
3/2/2020 6:40,0.34531015,0.35969335
3/2/2020 6:50,0.32936916,0.34083432
3/2/2020 7:00,0.35186902,0.36761382
3/2/2020 7:09,0.36104506,0.3785253
3/2/2020 7:19,0.35299355,0.3689463
3/2/2020 7:30,0.34468505,0.3590466
3/2/2020 7:40,0.3317497,0.3436827
3/2/2020 7:50,0.33456782,0.34700605
3/2/2020 8:00,0.33580753,0.348371
3/2/2020 8:10,0.33771187,0.35063535
3/2/2020 8:20,0.3487388,0.36396292
3/2/2020 8:29,0.35551167,0.37213385
3/2/2020 8:40,0.36123607,0.37903562
3/2/2020 8:50,0.35571745,0.37194952
3/2/2020 9:00,0.34316385,0.35733697
3/2/2020 9:10,0.329925,0.34165618
3/2/2020 9:20,0.35463497,0.3711839
3/2/2020 9:30,0.33684275,0.34987745
3/2/2020 9:39,0.34377712,0.35816827
3/2/2020 9:50,0.35060295,0.366312
3/2/2020 10:00,0.34918004,0.36421287
3/2/2020 10:10,0.36106706,0.37901777
3/2/2020 10:20,0.33781934,0.35102943
3/2/2020 10:30,0.31948024,0.32906976
3/2/2020 10:40,0.33097696,0.34254304
3/2/2020 10:49,0.33504233,0.34746084
3/2/2020 11:00,0.3390964,0.35233542
3/2/2020 11:10,0.3521496,0.36782894
3/2/2020 11:20,0.35583785,0.37233353
3/2/2020 11:30,0.3409212,0.3543998
3/2/2020 11:40,0.34745333,0.3623218
3/2/2020 11:50,0.33446908,0.3470667
3/2/2020 11:59,0.3292183,0.3405899
3/2/2020 12:09,0.32603204,0.33675423
3/2/2020 12:20,0.3233117,0.33346146
3/2/2020 12:30,0.33344263,0.34563765
3/2/2020 12:40,0.35230795,0.36813056
3/2/2020 12:50,0.3374422,0.3504381
3/2/2020 13:00,0.34322938,0.35732037
3/2/2020 13:09,0.330997,0.34268793
3/2/2020 13:19,0.33369157,0.34594834
3/2/2020 13:30,0.33829066,0.3515399
3/2/2020 13:40,0.31995133,0.3295462
3/2/2020 13:50,0.34411716,0.3582094
3/2/2020 14:00,0.32334194,0.33365133
3/2/2020 14:10,0.34180814,0.35577136
3/2/2020 14:20,0.33767208,0.3506393
3/2/2020 14:29,0.3420914,0.35595894
3/2/2020 14:40,0.34611347,0.36078972
3/2/2020 14:50,0.33820134,0.3514531
3/2/2020 15:00,0.37730965,0.398058
3/2/2020 15:10,0.37019324,0.38951257
3/2/2020 15:20,0.33387464,0.3461605
3/2/2020 15:30,0.3329587,0.34481043
3/2/2020 15:39,0.34491375,0.35930178
3/2/2020 15:50,0.35691956,0.37383038
3/2/2020 16:00,0.36276487,0.38093004
3/2/2020 16:10,0.3368558,0.34975812
3/2/2020 16:20,0.3253907,0.3361906
3/2/2020 16:30,0.34304112,0.35712823
3/2/2020 16:40,0.3533596,0.36952263
3/2/2020 16:49,0.34598327,0.3607016
3/2/2020 17:00,0.33805883,0.35121074
3/2/2020 17:10,0.33266866,0.34486482
3/2/2020 17:20,0.33665216,0.3495715
3/2/2020 17:30,0.3645549,0.3828009
3/2/2020 17:40,0.372118,0.39187104
3/2/2020 17:50,0.34981954,0.36548334
3/2/2020 17:59,0.35110694,0.36689103
3/2/2020 18:10,0.35332882,0.36941937
3/2/2020 18:20,0.3318197,0.34375417
3/2/2020 18:30,0.3525253,0.3685363
3/2/2020 18:40,0.3446958,0.35882816
3/2/2020 18:50,0.35744226,0.37442124
3/2/2020 19:00,0.33465302,0.34726372
3/2/2020 19:09,0.34258872,0.35677847
3/2/2020 19:20,0.34942865,0.36495772
3/2/2020 19:30,0.38380563,0.4059905
3/2/2020 19:40,0.34845972,0.36362106
3/2/2020 19:50,0.358478,0.37562156
3/2/2020 20:00,0.33207703,0.34405324
3/2/2020 20:10,0.34282064,0.3570695
3/2/2020 20:19,0.34360772,0.3579074
3/2/2020 20:30,0.34273833,0.35673365
3/2/2020 20:40,0.36469287,0.38324994
3/2/2020 20:50,0.34331918,0.35764074
3/2/2020 21:00,0.34293306,0.35731763
3/2/2020 21:10,0.3486939,0.36405972
3/2/2020 21:20,0.33048725,0.34222618
3/2/2020 21:29,0.34371787,0.35810772
3/2/2020 21:40,0.35725695,0.37438297
3/2/2020 21:50,0.35518384,0.37199304
3/2/2020 22:00,0.34853405,0.36382157
3/2/2020 22:10,0.34009713,0.35368747
3/2/2020 22:20,0.33115238,0.34310108
3/2/2020 22:30,0.34730536,0.3623756
3/2/2020 22:39,0.36049187,0.37796217
3/2/2020 22:50,0.37361348,0.39346698
3/2/2020 23:00,0.33909088,0.3525322
3/2/2020 23:10,0.3847965,0.40726513
3/2/2020 23:20,0.3487252,0.36413157
3/2/2020 23:30,0.36689794,0.38588402
3/2/2020 23:40,0.33842248,0.3517115
3/2/2020 23:49,0.34309983,0.35727903
3/3/2020 0:00,0.34810245,0.36322013
3/3/2020 0:10,0.34350765,0.35754183
3/3/2020 0:20,0.3576293,0.37469167
3/3/2020 0:30,0.3525955,0.36880648
3/3/2020 0:40,0.34673494,0.36158413
3/3/2020 0:50,0.35152572,0.36726496
3/3/2020 0:59,0.3530087,0.36910424
3/3/2020 1:10,0.35401607,0.37039176
3/3/2020 1:20,0.34828657,0.3634621
3/3/2020 1:40,0.34595978,0.3608859
3/3/2020 1:50,4.6117034,6.105417
3/3/2020 2:00,0.34958822,0.36522904
3/3/2020 2:09,0.35252744,0.3687403
3/3/2020 2:20,0.35526687,0.37200454
3/3/2020 2:30,0.3490594,0.36454764
3/3/2020 2:40,0.35810643,0.37518892
3/3/2020 2:50,0.35272604,0.368862
3/3/2020 3:00,0.34119487,0.35518992
3/3/2020 3:10,0.34775418,0.3630762
3/3/2020 3:19,0.34125102,0.35529977
3/3/2020 3:30,0.33384687,0.34643114
3/3/2020 3:40,0.35800117,0.37517908
3/3/2020 3:50,0.36169893,0.37968788
3/3/2020 4:00,0.34653538,0.3615535
3/3/2020 4:10,0.34904575,0.3643801
3/3/2020 4:20,0.36396056,0.38242704
3/3/2020 4:29,0.34967315,0.3651637
3/3/2020 4:40,0.3353669,0.34788588
3/3/2020 4:50,0.33516532,0.34785068
3/3/2020 5:00,0.34612364,0.3610758
3/3/2020 5:10,0.3437062,0.357839
3/3/2020 5:20,0.33326888,0.34555787
3/3/2020 5:30,0.36538357,0.38402754
3/3/2020 5:39,0.36163694,0.3794459
3/3/2020 5:50,0.35894495,0.3761396
3/3/2020 6:00,0.36013412,0.37796777
3/3/2020 6:10,0.34054315,0.35445115
3/3/2020 6:20,0.35579634,0.37235817
3/3/2020 6:30,0.33974957,0.3531103
3/3/2020 6:40,0.34623635,0.3608866
3/3/2020 6:49,0.34096843,0.3546784
3/3/2020 7:00,0.33672017,0.3496866
3/3/2020 7:10,0.32096732,0.33087704
3/3/2020 7:20,0.3330052,0.34534127
3/3/2020 7:30,0.34015614,0.35368782
3/3/2020 7:40,0.3344193,0.34708396
3/3/2020 7:50,0.32620937,0.33730012
3/3/2020 7:59,0.33148754,0.34339827
3/3/2020 8:10,0.33701771,0.34978026
3/3/2020 8:20,0.34119648,0.355184
3/3/2020 8:30,0.35460132,0.3710652
3/3/2020 8:40,0.3633498,0.3814339
3/3/2020 8:50,0.33191323,0.34408394
3/3/2020 9:00,0.34081757,0.3544595
3/3/2020 9:10,0.34515494,0.35980222
3/3/2020 9:20,0.34195536,0.35578653
3/3/2020 9:30,0.34865344,0.36384225
3/3/2020 9:40,0.3351857,0.34788835
3/3/2020 9:50,0.35355788,0.36974654
3/3/2020 10:00,0.3393842,0.35273588
3/3/2020 10:10,0.3663364,0.3848214
3/3/2020 10:20,0.3375334,0.3504535
3/3/2020 10:29,0.34864724,0.36384785
3/3/2020 10:40,0.35957485,0.3770065
3/3/2020 10:50,0.34163505,0.3554111
3/3/2020 11:00,0.35271293,0.3689046
3/3/2020 11:10,0.34745318,0.36249325
3/3/2020 11:20,0.34705043,0.36201155
3/3/2020 11:30,0.3604893,0.37841412
3/3/2020 11:39,0.34443814,0.35910287
3/3/2020 11:50,0.32844102,0.33986244
3/3/2020 12:00,0.3521973,0.36781564
3/3/2020 12:10,0.33216774,0.3442766
3/3/2020 12:20,0.334189,0.34654292
3/3/2020 12:30,0.38530847,0.4079431
3/3/2020 12:40,0.32766718,0.3388371
3/3/2020 12:49,0.33445543,0.3468555
3/3/2020 13:00,0.34059882,0.35409907
3/3/2020 13:10,0.3526718,0.3686062
3/3/2020 13:20,0.36516532,0.38362926
3/3/2020 13:30,0.3524062,0.36820498
3/3/2020 13:40,0.35870412,0.37603778
3/3/2020 13:50,0.36240807,0.38022238
3/3/2020 13:59,0.34403276,0.35837373
3/3/2020 14:10,0.32606274,0.3370248
3/3/2020 14:20,0.32091302,0.33095583
3/3/2020 14:30,0.34551215,0.36038545
3/3/2020 14:40,0.3579479,0.3749147
3/3/2020 14:50,0.35727835,0.3740968
3/3/2020 15:00,0.35192496,0.36778873
3/3/2020 15:10,0.3485487,0.3638735
3/3/2020 15:20,0.3523339,0.36827004
3/3/2020 15:30,0.34213293,0.35595614
3/3/2020 15:40,0.33374268,0.34630996
3/3/2020 15:50,0.32829112,0.3396892
3/3/2020 16:00,0.3577538,0.37477145
3/3/2020 16:09,0.35750604,0.3745214
3/3/2020 16:20,0.35743445,0.37446678
3/3/2020 16:30,0.3613112,0.37888476
3/3/2020 16:40,0.37833953,0.39935088
3/3/2020 16:50,0.3616826,0.37942988
3/3/2020 17:00,0.34408486,0.35837176
3/3/2020 17:10,0.36848706,0.38786167
3/3/2020 17:19,0.3682207,0.3875174
3/3/2020 17:30,0.36857766,0.3879312
3/3/2020 17:40,0.339956,0.35384962
3/3/2020 17:50,0.33059365,0.34240493
3/3/2020 18:00,0.34031898,0.35403427
3/3/2020 18:10,0.33420873,0.34663546
3/3/2020 18:20,0.35448557,0.37074113
3/3/2020 18:29,0.34750122,0.3624484
3/3/2020 18:40,0.34107065,0.35482806
3/3/2020 18:50,0.33539152,0.3480041
3/3/2020 19:00,0.34277868,0.35701215
3/3/2020 19:10,0.3397218,0.3533057
3/3/2020 19:20,0.3505121,0.3661942
3/3/2020 19:30,0.35177577,0.3677439
3/3/2020 19:39,0.34139735,0.35544196
3/3/2020 19:50,0.33212775,0.34445462
3/3/2020 20:00,0.35766572,0.37496907
3/3/2020 20:10,0.33841747,0.35175827
3/3/2020 20:20,0.35068405,0.36636627
3/3/2020 20:30,0.35042745,0.36604798
3/3/2020 20:40,0.34660447,0.36155695
3/3/2020 20:49,0.34810472,0.36339778
3/3/2020 21:00,0.3507347,0.36659938
3/3/2020 21:10,0.35734063,0.37459424
3/3/2020 21:20,0.35178208,0.36757076
3/3/2020 21:30,0.3358037,0.3485927
3/3/2020 21:40,0.34483367,0.3594015
3/3/2020 21:50,0.35054904,0.3661928
3/3/2020 21:59,0.3495704,0.3651515
3/3/2020 22:10,0.3491891,0.36481786
3/3/2020 22:20,0.34717637,0.36233073
3/3/2020 22:30,0.39339674,0.41744575
3/3/2020 22:40,0.3362797,0.34931716
3/3/2020 22:50,0.3471954,0.36251515
3/3/2020 23:00,0.34700525,0.3621284
3/3/2020 23:09,0.35241282,0.36864808
3/3/2020 23:20,0.35867655,0.3761948
3/3/2020 23:30,0.34134555,0.35524297
3/3/2020 23:40,0.34418726,0.35862857
3/3/2020 23:50,0.34515435,0.3598628
3/4/2020 0:00,0.3642611,0.38279477
3/4/2020 0:10,0.3515702,0.36745116
3/4/2020 0:19,0.3713644,0.3912713
3/4/2020 0:30,0.3496979,0.36532742
3/4/2020 0:40,0.35269344,0.36868665
3/4/2020 0:50,0.34964067,0.36527818
3/4/2020 1:00,0.36385512,0.38206908
3/4/2020 1:10,0.34618938,0.36137035
3/4/2020 1:20,0.3556999,0.3723791
3/4/2020 1:30,0.3465531,0.36117223
3/4/2020 1:40,0.35776109,0.37496153
3/4/2020 1:50,0.35579127,0.37256327
3/4/2020 2:00,0.329045,0.34063366
3/4/2020 2:10,0.33287448,0.34531423
3/4/2020 2:20,0.34280354,0.35704488
3/4/2020 2:30,0.3493625,0.36484802
3/4/2020 2:40,0.34797585,0.36337423
3/4/2020 2:50,0.33152956,0.3436458
3/4/2020 3:00,0.360202,0.3779561
3/4/2020 3:10,0.35949767,0.3767775
3/4/2020 3:20,0.3385203,0.35182717
3/4/2020 3:30,0.3410368,0.35473627
3/4/2020 3:40,0.36283576,0.38093588
3/4/2020 3:50,0.34737468,0.36247352
3/4/2020 4:00,0.35384107,0.37037668
3/4/2020 4:10,0.34027112,0.35410315
3/4/2020 4:20,0.34114867,0.35498622
3/4/2020 4:30,0.35292512,0.3691095
3/4/2020 4:40,0.33995003,0.35351896
3/4/2020 4:50,0.3523078,0.3683658
3/4/2020 5:00,0.34999847,0.36583593
3/4/2020 5:09,0.35448223,0.37114662
3/4/2020 5:20,0.35963136,0.3772472
3/4/2020 5:30,0.3699788,0.389658
3/4/2020 5:40,0.33027476,0.3419846
3/4/2020 5:50,0.3628369,0.38066173
3/4/2020 6:00,0.34991568,0.3655973
3/4/2020 6:10,0.34873784,0.36404026
3/4/2020 6:19,0.34233415,0.3564694
3/4/2020 6:30,0.3355084,0.34838834
3/4/2020 6:40,0.3319853,0.34387743
3/4/2020 6:50,0.37152058,0.39115703
3/4/2020 7:00,0.36410502,0.38244584
3/4/2020 7:10,0.34054756,0.35430175
3/4/2020 7:20,0.33134586,0.3431691
3/4/2020 7:30,0.3376736,0.3507395
3/4/2020 7:40,0.33040398,0.34231472
3/4/2020 7:50,0.32903838,0.34049594
3/4/2020 8:00,0.34091195,0.35454157
3/4/2020 8:10,0.33987528,0.35360983
3/4/2020 8:20,0.33445174,0.34695017
3/4/2020 8:30,0.3312326,0.34303528
3/4/2020 8:40,0.35528612,0.3720008
3/4/2020 8:50,0.33833817,0.35154465
3/4/2020 9:00,0.35969624,0.3769469
3/4/2020 9:10,0.3355884,0.3484076
3/4/2020 9:20,0.3494501,0.36484408
3/4/2020 9:30,0.3517382,0.3677171
3/4/2020 9:40,0.34252745,0.3566315
3/4/2020 9:50,0.35017747,0.36597
