Time (UTC),Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation
2/29/2020 17:16,0.9541027,0.98973936
2/29/2020 17:26,0.9515417,1.00301
2/29/2020 17:36,0.9560463,0.9899221
2/29/2020 17:46,0.96419936,0.9814057
2/29/2020 17:57,0.96109784,0.9757834
2/29/2020 18:07,0.95177823,1.0063635
2/29/2020 18:16,0.9505668,1.0092876
2/29/2020 18:26,0.964498,0.9827903
2/29/2020 18:36,0.9364422,1.0396842
2/29/2020 18:46,0.95641786,0.99400175
2/29/2020 18:56,0.95353425,1.0093819
2/29/2020 19:07,0.9524954,1.000812
2/29/2020 19:17,0.95215106,1.0001879
2/29/2020 19:26,0.9514095,0.9964155
2/29/2020 19:36,0.9501651,0.99754316
2/29/2020 19:46,0.9404535,1.0233055
2/29/2020 19:56,0.9456374,1.0014887
2/29/2020 20:06,0.9495916,1.0110967
2/29/2020 20:17,0.95548064,0.9955554
2/29/2020 20:27,0.95236665,0.9995534
2/29/2020 20:36,0.9530839,0.9974544
2/29/2020 20:46,0.95035696,1.0008106
2/29/2020 20:56,0.9547828,1.0069338
2/29/2020 21:06,0.95390034,1.0070473
2/29/2020 21:16,0.9560639,0.9991321
2/29/2020 21:27,0.95177543,1.0041943
2/29/2020 21:37,0.96073776,0.9720667
2/29/2020 21:46,0.9585113,0.99557716
2/29/2020 21:56,0.9574762,1.0005932
2/29/2020 22:06,0.95932233,0.9865274
2/29/2020 22:16,0.95723385,0.986682
2/29/2020 22:26,0.95339626,1.0022385
2/29/2020 22:37,0.9547477,0.9962081
2/29/2020 22:47,0.9516396,0.9980802
2/29/2020 22:56,0.9521616,1.0002971
2/29/2020 23:06,0.95421916,0.9985922
2/29/2020 23:16,0.9552224,0.9985967
2/29/2020 23:26,0.9557358,0.99982077
2/29/2020 23:36,0.9591465,0.9830174
2/29/2020 23:47,0.9601299,0.9944285
2/29/2020 23:57,0.95534855,0.99578387
3/1/2020 0:06,0.95109963,1.015119
3/1/2020 0:16,0.9524527,0.9939312
3/1/2020 0:26,0.952605,1.0071297
3/1/2020 0:36,0.95942295,1.0033528
3/1/2020 0:46,0.96094745,0.9841268
3/1/2020 0:57,0.95564675,0.99540216
3/1/2020 1:06,0.96481353,0.97393936
3/1/2020 1:16,0.95088214,1.012154
3/1/2020 1:26,0.9504991,0.9991422
3/1/2020 1:36,0.95659214,0.99017346
3/1/2020 1:46,0.9606043,0.9840155
3/1/2020 1:57,0.95703167,0.99402535
3/1/2020 2:07,0.95586705,0.99209136
3/1/2020 2:16,0.9704234,0.9714038
3/1/2020 2:26,0.9526352,1.0064237
3/1/2020 2:36,0.95256704,1.0088922
3/1/2020 2:46,0.95277476,1.0038426
3/1/2020 2:56,0.95290107,1.0017775
3/1/2020 3:06,0.9497476,1.0110532
3/1/2020 3:17,0.94833475,1.0137916
3/1/2020 3:27,0.95200783,1.0049495
3/1/2020 3:36,0.9521566,1.0074903
3/1/2020 3:46,0.93407935,1.0471029
3/1/2020 3:56,0.9648983,0.98100895
3/1/2020 4:06,0.9526458,1.0006044
3/1/2020 4:16,0.9579651,0.9992847
3/1/2020 4:27,0.95062673,1.0052661
3/1/2020 4:37,0.9505746,0.99676716
3/1/2020 4:46,0.95431256,0.9947545
3/1/2020 4:56,0.9490217,1.00637
3/1/2020 5:06,0.9526708,0.99645054
3/1/2020 5:16,0.951451,1.0009116
3/1/2020 5:26,0.94851166,1.0051806
3/1/2020 5:37,0.95297796,0.9942588
3/1/2020 5:47,0.9503762,0.99764955
3/1/2020 5:56,0.95469314,0.9912242
3/1/2020 6:06,0.94617355,1.0085918
3/1/2020 6:16,0.9488226,0.99961925
3/1/2020 6:26,0.94313496,1.0109731
3/1/2020 6:36,0.94797367,0.997578
3/1/2020 6:47,0.94861907,1.0075171
3/1/2020 6:57,0.943134,1.004937
3/1/2020 7:06,0.94538677,0.99798095
3/1/2020 7:16,0.94666445,0.9945751
3/1/2020 7:26,0.9459408,1.008062
3/1/2020 7:36,0.9513602,0.99788445
3/1/2020 7:46,0.94922763,0.9977524
3/1/2020 7:57,0.95102316,0.9904969
3/1/2020 8:07,0.9497819,0.9927104
3/1/2020 8:16,0.9427722,1.0029409
3/1/2020 8:26,0.9483281,0.9839609
3/1/2020 8:36,0.9565411,0.9708995
3/1/2020 8:46,0.9456846,0.9961107
3/1/2020 8:56,0.9444902,1.0054336
3/1/2020 9:06,0.94834596,1.0008817
3/1/2020 9:17,0.93992454,1.0196097
3/1/2020 9:27,0.9514756,0.985647
3/1/2020 9:36,0.9415186,1.0012041
3/1/2020 9:46,0.9467175,1.0001106
3/1/2020 9:56,0.95673454,0.97240263
3/1/2020 10:06,0.95179504,0.98293
3/1/2020 10:17,0.94701064,1.0073526
3/1/2020 10:27,0.9586298,0.9557131
3/1/2020 10:37,0.9452662,1.0019559
3/1/2020 10:46,0.94975835,0.98648316
3/1/2020 10:56,0.9385,1.0105779
3/1/2020 11:06,0.9437447,1.0074154
3/1/2020 11:16,0.94478023,0.9935956
3/1/2020 11:26,0.9471511,0.9836816
3/1/2020 11:37,0.9437507,1.0012736
3/1/2020 11:47,0.9343412,1.0175325
3/1/2020 11:56,0.9482184,0.98535585
3/1/2020 12:06,0.95187473,0.9798922
3/1/2020 12:16,0.9429836,1.0067854
3/1/2020 12:26,0.94304675,0.99450284
3/1/2020 12:36,0.9420121,0.9983898
3/1/2020 12:47,0.9427809,1.0005047
3/1/2020 12:57,0.94453967,0.98185295
3/1/2020 13:06,0.9371125,1.0033599
3/1/2020 13:16,0.94558024,0.9727935
3/1/2020 13:26,0.9404117,0.99754566
3/1/2020 13:36,0.9409883,0.9954041
3/1/2020 13:46,0.9345812,1.0127081
3/1/2020 13:57,0.9383523,1.0018595
3/1/2020 14:07,0.9451106,0.98826194
3/1/2020 14:16,0.9388059,1.0026051
3/1/2020 14:26,0.93345135,1.0214025
3/1/2020 14:36,0.9507039,0.9809739
3/1/2020 14:46,0.9365739,1.0065361
3/1/2020 14:56,0.95033747,0.99540526
3/1/2020 15:07,0.9483497,0.9808857
3/1/2020 15:17,0.9483784,0.98485607
3/1/2020 15:26,0.949431,0.9884857
3/1/2020 15:36,0.9421148,1.0029486
3/1/2020 15:46,0.94717675,1.0077878
3/1/2020 15:56,0.95336396,0.9797937
3/1/2020 16:06,0.9539066,0.9938168
3/1/2020 16:17,0.9492585,0.9943656
3/1/2020 16:27,0.9363802,1.0189945
3/1/2020 16:36,0.94519854,1.0006933
3/1/2020 16:46,0.9531276,0.9871146
3/1/2020 16:56,0.9456902,1.0111202
3/1/2020 17:06,0.9532494,1.0099938
3/1/2020 17:16,0.9543933,0.98460567
3/1/2020 17:27,0.9482265,1.0032406
3/1/2020 17:37,0.9428857,1.0151469
3/1/2020 17:46,0.94901747,1.0066944
3/1/2020 17:56,0.9496241,0.9922286
3/1/2020 18:06,0.95577025,0.9856761
3/1/2020 18:16,0.94836426,0.996314
3/1/2020 18:26,0.95651627,0.9947412
3/1/2020 18:37,0.95384455,0.99413127
3/1/2020 18:47,0.9544611,0.98969024
3/1/2020 18:56,0.952838,0.99557495
3/1/2020 19:06,0.9440262,1.0119294
3/1/2020 19:16,0.94971484,0.9892178
3/1/2020 19:26,0.94903195,1.0081285
3/1/2020 19:36,0.9452357,1.005712
3/1/2020 19:47,0.95521337,0.9918637
3/1/2020 19:57,0.9497806,0.997688
3/1/2020 20:07,0.9510743,1.0016756
3/1/2020 20:16,0.9464267,1.0143129
3/1/2020 20:26,0.9539221,1.004834
3/1/2020 20:36,0.9534384,1.0135156
3/1/2020 20:46,0.9449162,1.0224758
3/1/2020 20:57,0.9473563,1.0144073
3/1/2020 21:07,0.9595698,0.9765231
3/1/2020 21:16,0.95207286,1.0053477
3/1/2020 21:26,0.9526054,1.010841
3/1/2020 21:36,0.9574482,1.0016259
3/1/2020 21:46,0.95466036,1.0037632
3/1/2020 21:56,0.95306605,1.0020397
3/1/2020 22:07,0.95578235,0.9980542
3/1/2020 22:17,0.9563973,0.98569834
3/1/2020 22:27,0.95617306,1.0062126
3/1/2020 22:36,0.9614026,0.98945254
3/1/2020 22:46,0.95585227,1.0026615
3/1/2020 22:56,0.9595962,0.9879702
3/1/2020 23:06,0.95875025,0.9933434
3/1/2020 23:17,0.9530184,1.0049937
3/1/2020 23:27,0.95175105,1.0162847
3/1/2020 23:37,0.95645267,1.0026685
3/1/2020 23:46,0.9486609,1.0236644
3/1/2020 23:56,0.9538548,1.0054935
3/2/2020 0:06,0.95554584,1.0131207
3/2/2020 0:16,0.96009874,1.0046932
3/2/2020 0:27,0.96985096,0.9802211
3/2/2020 0:37,0.95832896,0.99811155
3/2/2020 0:46,0.96924114,0.9787217
3/2/2020 0:56,0.9557196,1.0103074
3/2/2020 1:06,0.95582014,1.0025258
3/2/2020 1:16,0.9627108,0.99055845
3/2/2020 1:26,0.9544572,1.0002629
3/2/2020 1:37,0.9549252,0.99930376
3/2/2020 1:47,0.955452,1.0089835
3/2/2020 1:56,0.95814365,1.0025454
3/2/2020 2:06,0.9621399,0.99678373
3/2/2020 2:16,0.9523209,1.0106789
3/2/2020 2:26,0.95337015,1.0093055
3/2/2020 2:36,0.967259,0.9831547
3/2/2020 2:47,0.95939195,1.0075947
3/2/2020 2:57,0.95672506,1.007235
3/2/2020 3:06,0.9554233,1.007871
3/2/2020 3:16,0.96332574,1.0042534
3/2/2020 3:26,0.9564733,1.0146531
3/2/2020 3:36,0.97025794,0.9711372
3/2/2020 3:46,0.96631265,0.98640066
3/2/2020 3:57,0.967711,0.9870536
3/2/2020 4:07,0.9526137,1.0108016
3/2/2020 4:16,0.958269,1.0023842
3/2/2020 4:26,0.96472436,0.9977622
3/2/2020 4:36,0.9569895,1.0078517
3/2/2020 4:46,0.9547107,1.0079796
3/2/2020 4:56,0.9632784,0.98849267
3/2/2020 5:07,0.96229935,1.0002644
3/2/2020 5:17,0.96911055,0.97721314
3/2/2020 5:26,0.95875907,1.008049
3/2/2020 5:36,0.9547333,1.0163871
3/2/2020 5:46,0.9520201,1.0202636
3/2/2020 5:56,0.959494,1.0067848
3/2/2020 6:06,0.95817935,0.99590766
3/2/2020 6:17,0.96149164,0.9975139
3/2/2020 6:27,0.96641225,0.9886303
3/2/2020 6:36,0.95636225,1.0024756
3/2/2020 6:46,0.9633747,0.987984
3/2/2020 6:56,0.9493473,1.0111538
3/2/2020 7:06,0.95942605,1.0020977
3/2/2020 7:16,0.9546638,1.0211902
3/2/2020 7:27,0.9603775,0.99976134
3/2/2020 7:37,0.95450085,1.0026522
3/2/2020 7:46,0.9620467,1.0026768
3/2/2020 7:56,0.9595193,0.9905661
3/2/2020 8:06,0.9537157,1.0057387
3/2/2020 8:16,0.95194215,1.014148
3/2/2020 8:26,0.9559687,1.0028785
3/2/2020 8:37,0.9695477,0.9668663
3/2/2020 8:47,0.9587401,1.0030571
3/2/2020 8:57,0.9591982,0.9910937
3/2/2020 9:06,0.95694196,0.9962264
3/2/2020 9:16,0.9580221,0.994871
3/2/2020 9:26,0.9525429,1.0025746
3/2/2020 9:36,0.9512836,1.0095241
3/2/2020 9:47,0.959362,0.9944224
3/2/2020 9:57,0.9576751,0.99623066
3/2/2020 10:07,0.95972604,1.0029137
3/2/2020 10:16,0.9553071,0.9969266
3/2/2020 10:26,0.9560898,0.9982659
3/2/2020 10:36,0.95306695,1.0032434
3/2/2020 10:46,0.9567875,1.0061313
3/2/2020 10:56,0.96359175,0.98070395
3/2/2020 11:07,0.9505089,1.0075876
3/2/2020 11:17,0.9558055,0.99275523
3/2/2020 11:26,0.9670551,0.9598531
3/2/2020 11:36,0.9575159,0.99970853
3/2/2020 11:46,0.9565358,0.9968384
3/2/2020 11:56,0.95677036,0.9904219
3/2/2020 12:06,0.9527103,0.9974744
3/2/2020 12:17,0.9627219,0.98191446
3/2/2020 12:27,0.9570001,0.9911611
3/2/2020 12:36,0.9549608,0.9984619
3/2/2020 12:46,0.950245,1.0086159
3/2/2020 12:56,0.96187717,0.9735326
3/2/2020 13:06,0.9540314,1.0070953
3/2/2020 13:16,0.95427287,1.0083219
3/2/2020 13:27,0.9622011,0.9896998
3/2/2020 13:37,0.95727587,0.9818018
3/2/2020 13:46,0.9575328,0.9895735
3/2/2020 13:56,0.9525641,1.0035416
3/2/2020 14:06,0.94985455,1.015634
3/2/2020 14:16,0.95049876,1.004348
3/2/2020 14:26,0.9562553,0.9925615
3/2/2020 14:37,0.9613283,0.97684896
3/2/2020 14:47,0.956766,0.99199885
3/2/2020 14:56,0.9612144,0.99628603
3/2/2020 15:06,0.9514993,1.0095583
3/2/2020 15:16,0.95768523,0.99542034
3/2/2020 15:26,0.9668821,0.9902447
3/2/2020 15:36,0.9661127,0.99310064
3/2/2020 15:47,0.9552762,1.0086361
3/2/2020 15:57,0.96173626,0.9902242
3/2/2020 16:07,0.9657686,0.9840764
3/2/2020 16:16,0.9662172,0.992376
3/2/2020 16:26,0.9732335,0.9712006
3/2/2020 16:36,0.967967,0.9830919
3/2/2020 16:46,0.9704802,0.98526984
3/2/2020 16:57,0.9725917,0.98407674
3/2/2020 17:07,0.968141,0.99844235
3/2/2020 17:17,0.97028214,0.99009806
3/2/2020 17:26,0.9677411,0.99589115
3/2/2020 17:36,0.9752093,0.97721314
3/2/2020 17:46,0.9738485,0.995715
3/2/2020 17:56,0.97337884,0.995061
3/2/2020 18:07,0.9720876,0.9983742
3/2/2020 18:17,0.9699104,1.0017053
3/2/2020 18:27,0.9729254,0.9843726
3/2/2020 18:36,0.9840582,0.983246
3/2/2020 18:46,0.9713325,1.0028293
3/2/2020 18:56,0.97529006,0.9877866
3/2/2020 19:06,0.9682799,1.0145653
3/2/2020 19:17,0.98323214,0.9642013
3/2/2020 19:27,0.97637063,1.006242
3/2/2020 19:37,0.9788743,1.006825
3/2/2020 19:46,0.9805944,1.0047553
3/2/2020 19:56,0.9762899,1.0057703
3/2/2020 20:06,22.146076,19.680845
3/2/2020 20:16,1.0008624,0.9931508
3/2/2020 20:27,22.93728,20.406734
3/2/2020 20:37,1.0289466,0.9623428
3/2/2020 20:47,1.0369273,0.9851926
3/2/2020 20:56,1.0433925,0.9632246
3/2/2020 21:06,1.0439528,0.990129
3/2/2020 21:16,21.494986,18.75294
3/2/2020 21:26,28.11687,25.64372
3/2/2020 21:37,1.074802,0.99654776
3/2/2020 21:47,27.487309,24.874329
3/2/2020 21:57,1.1023066,0.98503965
3/2/2020 22:06,1.1100718,0.99505943
3/2/2020 22:16,27.627113,24.9013
3/2/2020 22:26,29.145395,26.537626
3/2/2020 22:36,1.1228222,0.9985997
3/2/2020 22:47,1.1342835,1.0071362
3/2/2020 22:57,1.1384597,1.0135425
3/2/2020 23:07,1.1461,1.0054134
3/2/2020 23:16,1.1399899,0.99798703
3/2/2020 23:26,1.130336,1.0100089
3/2/2020 23:36,1.1302009,0.9808844
3/2/2020 23:46,1.1148777,1.0038648
3/2/2020 23:57,1.113052,0.98779863
3/3/2020 0:07,1.093063,1.024034
3/3/2020 0:17,1.0983592,0.9789393
3/3/2020 0:27,1.0929065,0.98068047
3/3/2020 0:36,1.0761223,0.99661887
3/3/2020 0:46,1.081195,0.9942345
3/3/2020 0:56,12.129398,10.044931
3/3/2020 1:07,1.0989594,0.9838792
3/3/2020 1:17,1.1043359,1.0013969
3/3/2020 1:27,1.120968,1.000159
3/3/2020 1:37,1.1422081,0.9777284
3/3/2020 1:46,1.1559418,0.98365176
3/3/2020 1:56,29.51241,26.711977
3/3/2020 2:06,1.1617765,0.985143
3/3/2020 2:17,31.311539,28.59794
3/3/2020 2:27,1.1867876,0.99049246
3/3/2020 2:37,1.1912185,0.98931634
3/3/2020 2:47,1.2129538,0.97520363
3/3/2020 2:56,1.1709119,0.9936596
3/3/2020 3:06,1.1586359,1.0064949
3/3/2020 3:16,1.1463273,1.0058578
3/3/2020 3:27,1.1335511,1.0098621
3/3/2020 3:37,1.1309978,0.99969447
3/3/2020 3:47,1.1176149,0.99875027
3/3/2020 3:57,1.1120687,0.9874979
3/3/2020 4:06,1.1077456,0.9851468
3/3/2020 4:16,1.0812964,1.0309374
3/3/2020 4:26,1.0835646,1.0011847
3/3/2020 4:37,1.0746602,1.0011697
3/3/2020 4:47,1.061367,1.0143578
3/3/2020 4:57,1.0632424,1.0031706
3/3/2020 5:07,1.0605015,1.000894
3/3/2020 5:16,1.0583142,0.9829724
3/3/2020 5:26,1.0505663,1.0107361
3/3/2020 5:36,1.0508512,0.99170303
3/3/2020 5:47,1.0472313,0.9955217
3/3/2020 5:57,1.0494473,0.98524964
3/3/2020 6:07,1.0378591,1.0046104
3/3/2020 6:17,1.033806,1.0086116
3/3/2020 6:26,1.0361676,0.9956672
3/3/2020 6:36,1.0388577,0.990405
3/3/2020 6:46,1.0240785,1.0031621
3/3/2020 6:57,1.0212804,1.0179304
3/3/2020 7:07,1.0150652,1.0225172
3/3/2020 7:17,1.0158666,1.012138
3/3/2020 7:27,1.0206242,0.9929513
3/3/2020 7:36,1.0218691,0.9852291
3/3/2020 7:46,1.010946,1.0024822
3/3/2020 7:56,1.0064641,1.0138776
3/3/2020 8:06,1.006693,1.0022242
3/3/2020 8:17,1.0084726,0.99924463
3/3/2020 8:27,1.001718,1.0100497
3/3/2020 8:37,1.0043116,0.9987453
3/3/2020 8:47,1.0034757,1.0046018
3/3/2020 8:56,1.0014695,1.0025179
3/3/2020 9:06,1.0056474,0.9929302
3/3/2020 9:16,1.0023732,0.9808799
3/3/2020 9:27,1.0020931,0.9809165
3/3/2020 9:37,0.99264514,1.0106136
3/3/2020 9:47,0.9925679,1.0049238
3/3/2020 9:57,1.0001695,0.9768435
3/3/2020 10:06,1.0007273,0.98604685
3/3/2020 10:16,0.9942978,0.9943236
3/3/2020 10:26,1.0000423,0.9864175
3/3/2020 10:37,0.9885511,1.0091691
3/3/2020 10:47,0.98509014,1.0158763
3/3/2020 10:57,0.9937921,0.99614036
3/3/2020 11:07,0.98865294,0.99090147
3/3/2020 11:16,0.9871449,1.0048498
3/3/2020 11:26,0.98732215,0.99766093
3/3/2020 11:36,0.9891319,0.9927514
3/3/2020 11:47,0.98634285,0.9988487
3/3/2020 11:57,0.98928595,0.9957786
3/3/2020 12:07,0.9801173,1.015189
3/3/2020 12:17,0.97740203,1.0171956
3/3/2020 12:26,0.9875347,0.99834245
3/3/2020 12:36,0.9868203,0.9882087
3/3/2020 12:46,0.9854792,0.99928504
3/3/2020 12:57,0.98633134,0.99924284
3/3/2020 13:07,0.9817757,1.0080533
3/3/2020 13:17,0.9841952,0.99647576
3/3/2020 13:27,0.98595923,0.991802
3/3/2020 13:36,0.97921693,1.0092708
3/3/2020 13:46,0.9825707,1.0020959
3/3/2020 13:56,0.98383206,0.9980117
3/3/2020 14:07,0.9843373,0.99686545
3/3/2020 14:17,0.97668546,1.0008968
3/3/2020 14:27,0.9891525,0.99055094
3/3/2020 14:37,0.99133116,0.96876854
3/3/2020 14:46,0.9894051,0.9875922
3/3/2020 14:56,0.98220515,0.990426
3/3/2020 15:06,0.99447876,0.9547321
3/3/2020 15:17,0.98128873,1.0110298
3/3/2020 15:27,0.9774691,1.0035864
3/3/2020 15:37,0.9812307,1.0105957
3/3/2020 15:47,0.99098235,0.98828447
3/3/2020 15:56,0.9843494,0.9982996
3/3/2020 16:06,1.0065237,0.91050386
3/3/2020 16:17,0.9900752,0.98310566
3/3/2020 16:27,0.98275846,1.0063665
3/3/2020 16:37,20.100174,17.52138
3/3/2020 16:47,19.77539,17.138697
3/3/2020 16:57,1.0294716,0.9961524
3/3/2020 17:06,1.0586685,0.97139096
3/3/2020 17:16,1.0643613,1.006936
3/3/2020 17:27,1.0726372,0.9947239
3/3/2020 17:37,1.06979,1.0087148
3/3/2020 17:47,1.0687917,1.007633
3/3/2020 17:57,1.0794992,0.98418504
3/3/2020 18:07,30.177101,27.791704
3/3/2020 18:16,1.0987976,0.99893993
3/3/2020 18:26,1.1018763,1.0002954
3/3/2020 18:37,1.1039464,0.9822809
3/3/2020 18:47,1.0871867,1.0078734
3/3/2020 18:57,1.0835643,1.0093254
3/3/2020 19:07,1.0810035,0.98790807
3/3/2020 19:17,1.0703734,1.0121744
3/3/2020 19:26,1.0641751,1.0141122
3/3/2020 19:36,1.066832,0.994274
3/3/2020 19:47,1.0619301,1.0001118
3/3/2020 19:57,1.0705426,0.9883493
3/3/2020 20:07,28.468813,25.975702
3/3/2020 20:17,1.0896455,0.9963762
3/3/2020 20:27,28.371864,25.783648
3/3/2020 20:36,1.1090119,0.9680895
3/3/2020 20:46,1.1089392,1.0078276
3/3/2020 20:57,1.1152318,1.0121183
3/3/2020 21:07,1.1169451,0.9795483
3/3/2020 21:17,1.1046168,1.0109073
3/3/2020 21:27,1.1020677,0.9925075
3/3/2020 21:37,1.0931423,1.0076144
3/3/2020 21:46,1.0955033,0.984633
3/3/2020 21:56,1.0858185,0.98515916
3/3/2020 22:07,1.0819457,0.9921419
3/3/2020 22:17,21.219627,18.3977
3/3/2020 22:27,1.0746095,1.0151409
3/3/2020 22:37,15.762707,13.07127
3/3/2020 22:47,1.0927194,1.0073355
3/3/2020 22:56,1.1147718,1.0018959
3/3/2020 23:06,13.19706,10.919216
3/3/2020 23:17,1.1228019,1.007244
3/3/2020 23:27,1.1351252,0.9969631
3/3/2020 23:37,1.1665275,0.97174686
3/3/2020 23:47,1.1829596,0.9833332
3/3/2020 23:57,1.1987032,0.99570787
3/4/2020 0:07,1.2027787,1.0082932
3/4/2020 0:16,1.2019131,1.0101361
3/4/2020 0:27,1.2131853,0.9957913
3/4/2020 0:37,1.1905645,0.9906375
3/4/2020 0:47,1.1809367,0.9893542
3/4/2020 0:57,1.1619422,0.9902474
3/4/2020 1:07,1.151592,0.99035937
3/4/2020 1:17,1.1381812,0.9847877
3/4/2020 1:26,1.1211771,1.0010957
3/4/2020 1:37,1.1176065,0.9929113
3/4/2020 1:47,1.1124537,0.9892919
3/4/2020 1:57,1.0992241,1.0154024
3/4/2020 2:07,1.0902324,0.9972936
3/4/2020 2:17,1.0834216,0.9976892
3/4/2020 2:27,1.0734749,1.0028555
3/4/2020 2:36,1.0796822,0.98125803
3/4/2020 2:47,1.068224,0.9900869
3/4/2020 2:57,1.064605,0.988237
3/4/2020 3:07,1.0525837,1.0057797
3/4/2020 3:17,1.0496249,1.0135419
3/4/2020 3:27,1.0446026,1.0073384
3/4/2020 3:37,1.0442588,0.9994597
3/4/2020 3:46,1.0446979,0.98378164
3/4/2020 3:56,1.0353621,0.99338627
3/4/2020 4:07,1.0298326,1.009466
3/4/2020 4:17,1.0377501,0.9979548
3/4/2020 4:27,1.0255427,1.0093203
3/4/2020 4:37,1.0297999,0.9811445
3/4/2020 4:47,1.0261434,0.9929485
3/4/2020 4:56,1.0218269,0.9929481
3/4/2020 5:06,1.0152037,1.0028771
3/4/2020 5:17,1.014681,0.99852425
3/4/2020 5:27,1.0101124,1.0036945
3/4/2020 5:37,1.0229995,0.97014725
3/4/2020 5:47,1.0069225,0.98817074
3/4/2020 5:57,1.0113136,0.9709107
3/4/2020 6:06,1.000138,1.0041386
3/4/2020 6:16,0.99923,1.0097301
3/4/2020 6:27,1.0034986,0.99213004
3/4/2020 6:37,1.0012625,0.99889463
3/4/2020 6:47,0.99460155,0.9977099
3/4/2020 6:57,0.99043304,1.0009694
3/4/2020 7:07,0.99480206,1.0022773
3/4/2020 7:16,0.99264646,0.999528
3/4/2020 7:27,0.9926884,0.99790305
3/4/2020 7:37,0.99368995,0.99141777
3/4/2020 7:47,0.9919177,0.9875545
3/4/2020 7:57,0.9858991,1.0094018
3/4/2020 8:07,0.9837373,1.0064944
3/4/2020 8:17,0.9861526,1.0001637
3/4/2020 8:26,0.98991823,0.9733403
3/4/2020 8:36,0.98582596,0.9926496
3/4/2020 8:47,0.9766015,1.00695
3/4/2020 8:57,0.9899717,0.9777627
3/4/2020 9:07,0.98499614,0.9922207
3/4/2020 9:17,0.98062027,0.9905393
3/4/2020 9:27,0.9788313,1.0030037
3/4/2020 9:36,0.9857612,0.9744036
3/4/2020 9:46,0.97186875,1.0042359
3/4/2020 9:57,0.98241687,0.9905277
3/4/2020 10:07,0.97846293,0.99623626
3/4/2020 10:17,0.97994155,0.99809945
