Time (UTC),Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation
3/1/2020 1:09,0.8930489,0.9821374
3/1/2020 1:19,0.8949021,0.9716621
3/1/2020 1:29,0.89822936,0.9761947
3/1/2020 1:39,0.8956095,0.98121506
3/1/2020 1:49,0.8964417,0.977469
3/1/2020 2:00,0.89727294,0.9737255
3/1/2020 2:10,0.89901066,0.97933406
3/1/2020 2:29,0.89799964,0.9803193
3/1/2020 2:39,0.89884007,0.987102
3/1/2020 2:49,0.9007449,0.9780554
3/1/2020 2:59,0.8973979,0.9761196
3/1/2020 3:10,0.8940488,0.97418386
3/1/2020 3:20,0.89448714,0.9722063
3/1/2020 3:29,0.89538085,0.97237664
3/1/2020 3:39,0.89595914,0.9801515
3/1/2020 3:49,0.9010328,0.9814852
3/1/2020 3:59,0.89381063,0.9797829
3/1/2020 4:09,0.89363694,0.97895366
3/1/2020 4:20,0.89582574,0.9826688
3/1/2020 4:30,0.8914112,0.9700816
3/1/2020 4:39,0.8960905,0.97920233
3/1/2020 4:49,0.8959507,0.9898611
3/1/2020 4:59,0.8961135,0.9846384
3/1/2020 5:09,0.893903,0.9877959
3/1/2020 5:19,0.89551497,0.98143834
3/1/2020 5:30,0.89948916,0.9796259
3/1/2020 5:40,0.8960782,0.97538716
3/1/2020 5:49,0.8960974,0.9743709
3/1/2020 5:59,0.9017737,0.98703605
3/1/2020 6:09,0.89619017,0.9816789
3/1/2020 6:19,0.8897648,0.9829691
3/1/2020 6:29,0.89203155,0.98586565
3/1/2020 6:39,0.89478445,0.9821517
3/1/2020 6:50,0.89753366,0.97844034
3/1/2020 6:59,0.8995118,0.98237664
3/1/2020 7:09,0.9004109,0.98595244
3/1/2020 7:19,0.8982234,0.9830732
3/1/2020 7:29,0.89957166,0.98742455
3/1/2020 7:39,0.8913119,0.97412926
3/1/2020 7:49,0.896467,0.97737855
3/1/2020 8:00,0.9016206,0.98062843
3/1/2020 8:10,0.89988995,0.97912973
3/1/2020 8:19,0.8979616,0.98013943
3/1/2020 8:29,0.8971149,0.9791452
3/1/2020 8:39,0.9046576,0.9856598
3/1/2020 8:49,0.8975328,0.97974604
3/1/2020 8:59,0.892223,0.9716076
3/1/2020 9:10,0.8943937,0.9778618
3/1/2020 9:20,0.89982295,0.98049384
3/1/2020 9:29,0.89414215,0.9791222
3/1/2020 9:39,0.9016032,0.98480994
3/1/2020 9:49,0.8992127,0.9906344
3/1/2020 9:59,0.8960643,0.9887909
3/1/2020 10:09,0.8941679,0.9768167
3/1/2020 10:20,0.899745,0.9792364
3/1/2020 10:30,0.89437115,0.978061
3/1/2020 10:39,0.89944184,0.9824074
3/1/2020 10:49,0.8958101,0.9835165
3/1/2020 10:59,0.8986479,0.9834325
3/1/2020 11:09,0.8989686,0.98163456
3/1/2020 11:19,0.89768994,0.97959393
3/1/2020 11:30,0.89640915,0.9775544
3/1/2020 11:40,0.8937944,0.9785586
3/1/2020 11:49,0.8917353,0.9758614
3/1/2020 11:59,0.89621913,0.9791333
3/1/2020 12:09,0.8970989,0.98562104
3/1/2020 12:19,0.89552736,0.98692626
3/1/2020 12:29,0.89934754,0.98626167
3/1/2020 12:39,0.8981788,0.9834804
3/1/2020 12:50,0.89700997,0.9806995
3/1/2020 13:00,0.8921286,0.9784165
3/1/2020 13:09,0.8955022,0.98049456
3/1/2020 13:19,0.8990097,0.98312193
3/1/2020 13:29,0.9007144,0.9843553
3/1/2020 13:39,0.89870286,0.9860415
3/1/2020 13:49,0.89687574,0.9847856
3/1/2020 14:00,0.8954444,0.98428816
3/1/2020 14:10,0.8936534,0.97757906
3/1/2020 14:19,0.89666164,0.9745894
3/1/2020 14:29,0.8950237,0.9728984
3/1/2020 14:39,0.9014081,0.98482543
3/1/2020 14:49,0.900926,0.98420316
3/1/2020 14:59,0.899596,0.9821072
3/1/2020 15:10,0.8982682,0.98000914
3/1/2020 15:20,0.89576423,0.9730573
3/1/2020 15:29,0.8936664,0.98408157
3/1/2020 15:39,0.89752066,0.97738177
3/1/2020 15:49,0.89944136,0.985254
3/1/2020 15:59,0.8980094,0.98569375
3/1/2020 16:09,0.8963537,0.9847595
3/1/2020 16:20,0.89469886,0.9838247
3/1/2020 16:30,0.90115345,0.9785637
3/1/2020 16:39,0.89685774,0.97533756
3/1/2020 16:49,0.8999045,0.98179215
3/1/2020 16:59,0.89421237,0.97661203
3/1/2020 17:09,0.89501846,0.97164243
3/1/2020 17:19,0.894374,0.9750717
3/1/2020 17:30,0.8937272,0.9784995
3/1/2020 17:40,0.8978013,0.98353916
3/1/2020 17:49,0.8945532,0.97612816
3/1/2020 17:59,0.89857185,0.97442645
3/1/2020 18:09,0.8897325,0.98236006
3/1/2020 18:19,0.8943533,0.9712563
3/1/2020 18:29,0.900031,0.98175114
3/1/2020 18:40,0.8966522,0.97482175
3/1/2020 18:50,0.89644575,0.9826942
3/1/2020 18:59,0.8984815,0.98398346
3/1/2020 19:09,0.89919746,0.9787709
3/1/2020 19:19,0.8944615,0.98137206
3/1/2020 19:29,0.89164424,0.9828556
3/1/2020 19:39,0.8921559,0.9835138
3/1/2020 19:50,0.88912284,0.9773516
3/1/2020 20:00,0.8903129,0.98082405
3/1/2020 20:09,0.8987056,0.9770165
3/1/2020 20:19,0.8985063,0.98263186
3/1/2020 20:29,0.8972007,0.97634083
3/1/2020 20:39,0.89987564,0.9857088
3/1/2020 20:49,0.8964615,0.9794329
3/1/2020 21:00,0.893049,0.97315603
3/1/2020 21:10,0.89715075,0.9697543
3/1/2020 21:19,0.8931743,0.9795931
3/1/2020 21:29,0.89199066,0.983748
3/1/2020 21:39,0.8969791,0.98440415
3/1/2020 21:49,0.8947419,0.98217005
3/1/2020 21:59,0.89229095,0.9804054
3/1/2020 22:10,0.88983965,0.97864264
3/1/2020 22:20,0.89373636,0.9730455
3/1/2020 22:29,0.8947871,0.9769607
3/1/2020 22:39,0.8944093,0.97390944
3/1/2020 22:49,0.8974134,0.9721367
3/1/2020 22:59,0.897661,0.97697645
3/1/2020 23:09,0.8938651,0.9749895
3/1/2020 23:20,0.89006674,0.97300404
3/1/2020 23:30,0.89589584,0.9745073
3/1/2020 23:39,0.8910204,0.9666181
3/1/2020 23:49,0.89510083,0.9807125
3/1/2020 23:59,0.89446235,0.9814082
3/2/2020 0:09,0.89406013,0.9755526
3/2/2020 0:19,0.892728,0.9787529
3/2/2020 0:30,0.88785183,0.97513455
3/2/2020 0:40,0.8915554,0.9861099
3/2/2020 0:49,0.8974825,0.979973
3/2/2020 0:59,0.8920393,0.97418123
3/2/2020 1:09,0.89546597,0.97087926
3/2/2020 1:19,0.89727795,0.97881216
3/2/2020 1:30,0.8951491,0.9791686
3/2/2020 1:40,0.8943969,0.9766391
3/2/2020 1:49,0.89802,0.9712855
3/2/2020 1:59,0.89324486,0.97247535
3/2/2020 2:09,0.89104044,0.9716961
3/2/2020 2:19,0.89484715,0.97303253
3/2/2020 2:29,0.8959316,0.97221583
3/2/2020 2:40,0.8970144,0.97140044
3/2/2020 2:50,0.8918673,0.9692866
3/2/2020 3:00,0.8907,0.9765838
3/2/2020 3:09,0.89482474,0.96954554
3/2/2020 3:19,0.8937335,0.97978336
3/2/2020 3:29,0.89478207,0.97055155
3/2/2020 3:39,0.89230454,0.97034067
3/2/2020 3:49,0.8938916,0.97000283
3/2/2020 4:00,0.8954768,0.9696675
3/2/2020 4:09,0.89938223,0.9797241
3/2/2020 4:19,0.8952383,0.9804111
3/2/2020 4:29,0.89381063,0.96940285
3/2/2020 4:39,0.8913741,0.9809856
3/2/2020 4:49,0.89594114,0.9704494
3/2/2020 4:59,0.89521134,0.972171
3/2/2020 5:10,0.8944824,0.9738937
3/2/2020 5:20,0.8975452,0.9773081
3/2/2020 5:29,0.89536524,0.9763059
3/2/2020 5:39,0.89393616,0.9743653
3/2/2020 5:49,0.8969468,0.9755215
3/2/2020 5:59,0.8968295,0.9780012
3/2/2020 6:09,0.896909,0.9860204
3/2/2020 6:20,0.89108,0.9826754
3/2/2020 6:30,0.8969426,0.9779971
3/2/2020 6:39,0.89348865,0.97109705
3/2/2020 6:49,0.8963847,0.9863886
3/2/2020 6:59,0.8932322,0.9791737
3/2/2020 7:09,0.898878,0.97796434
3/2/2020 7:19,0.8977841,0.9767887
3/2/2020 7:30,0.8966899,0.9756121
3/2/2020 7:40,0.8936398,0.9810402
3/2/2020 7:49,0.8905307,0.97807735
3/2/2020 7:59,0.89662325,0.97445565
3/2/2020 8:09,0.8941455,0.98457104
3/2/2020 8:19,0.8975464,0.97824293
3/2/2020 8:29,0.8972708,0.977431
3/2/2020 8:40,0.89699495,0.97661847
3/2/2020 8:50,0.9000473,0.9787858
3/2/2020 8:59,0.8957403,0.97341484
3/2/2020 9:09,0.8943951,0.9814381
3/2/2020 9:19,0.89509547,0.9832875
3/2/2020 9:29,0.89066195,0.97876996
3/2/2020 9:39,0.8940532,0.9767
3/2/2020 9:50,0.89744914,0.97462827
3/2/2020 10:00,0.89427245,0.97257847
3/2/2020 10:09,0.8974556,0.979582
3/2/2020 10:19,0.8975756,0.9772168
3/2/2020 10:29,0.8974359,0.9784965
3/2/2020 10:39,0.8973484,0.9860546
3/2/2020 10:49,0.9000629,0.9894981
3/2/2020 11:00,0.8974583,0.98271245
3/2/2020 11:10,0.8944272,0.98114794
3/2/2020 11:19,0.8947866,0.9718748
3/2/2020 11:29,0.90049887,0.98741835
3/2/2020 11:39,0.895421,0.9733626
3/2/2020 11:49,0.89601743,0.9820636
3/2/2020 11:59,0.894755,0.9730739
3/2/2020 12:09,0.89524865,0.97894186
3/2/2020 12:20,0.89298487,0.9795036
3/2/2020 12:30,0.9004947,0.9756177
3/2/2020 12:39,0.89843965,0.9810944
3/2/2020 12:49,0.895018,0.98350495
3/2/2020 12:59,0.89578664,0.9746031
3/2/2020 13:09,0.8957311,0.97996026
3/2/2020 13:19,0.89405715,0.980817
3/2/2020 13:30,0.89238334,0.98167366
3/2/2020 13:40,0.8952383,0.96989554
3/2/2020 13:49,0.8936249,0.9737169
3/2/2020 13:59,0.8938205,0.97591156
3/2/2020 14:09,0.89963615,0.9794412
3/2/2020 14:19,0.8964745,0.9774807
3/2/2020 14:29,0.8970275,0.97654134
3/2/2020 14:40,0.8975829,0.975601
3/2/2020 14:50,0.8960067,0.9847267
3/2/2020 14:59,0.89690685,0.98179585
3/2/2020 15:09,0.8947499,0.9916584
3/2/2020 15:19,0.90298665,0.9885481
3/2/2020 15:29,0.90658796,0.9921599
3/2/2020 15:39,0.90581226,0.9944473
3/2/2020 15:50,0.9030657,0.9929469
3/2/2020 16:00,0.90301,0.9967359
3/2/2020 16:09,0.9077296,0.9968024
3/2/2020 16:19,0.9052446,0.99657506
3/2/2020 16:29,0.90931416,0.9996845
3/2/2020 16:39,0.90627444,1.0005318
3/2/2020 16:49,0.90865016,1.006402
3/2/2020 17:00,0.9126073,1.0153064
3/2/2020 17:10,0.9098791,1.0109918
3/2/2020 17:19,0.9076072,1.0132011
3/2/2020 17:29,0.9138504,1.0093046
3/2/2020 17:39,0.91757953,1.0107666
3/2/2020 17:49,0.9160912,1.0182071
3/2/2020 17:59,0.917101,1.0206734
3/2/2020 18:10,0.91811,1.0231403
3/2/2020 18:20,0.9177555,1.0129695
3/2/2020 18:29,0.91554344,1.0237565
3/2/2020 18:39,0.91386056,1.01576
3/2/2020 18:49,0.9191482,1.0295533
3/2/2020 18:59,0.9197209,1.0273335
3/2/2020 19:09,0.91959333,1.0262338
3/2/2020 19:20,0.919466,1.0251344
3/2/2020 19:30,0.9197811,1.0220844
3/2/2020 19:39,0.91487396,1.0247463
3/2/2020 19:49,0.9242767,1.02486
3/2/2020 19:59,0.9174619,1.0213007
3/2/2020 20:09,0.92123246,1.0280437
3/2/2020 20:19,0.92403233,1.0318644
3/2/2020 20:30,0.9232887,1.0288681
3/2/2020 20:40,0.91515577,1.0321388
3/2/2020 20:49,0.92122626,1.03427
3/2/2020 20:59,0.9194982,1.0356007
3/2/2020 21:09,0.9241332,1.0287162
3/2/2020 21:19,0.9234679,1.032518
3/2/2020 21:29,0.9232104,1.0275896
3/2/2020 21:40,0.9257051,1.0279609
3/2/2020 21:50,0.92867994,1.0474906
3/2/2020 21:59,0.9277644,1.0436691
3/2/2020 22:09,12.430943,19.185678
3/2/2020 22:19,0.9279214,1.0368168
3/2/2020 22:29,0.9300897,1.044042
3/2/2020 22:39,0.9340385,1.0564842
3/2/2020 22:50,0.93765104,1.0693548
3/2/2020 23:00,0.94088805,1.0844992
3/2/2020 23:09,0.9564346,1.0881109
3/2/2020 23:19,0.94925046,1.0981133
3/2/2020 23:29,0.95500505,1.1004163
3/2/2020 23:39,0.9550837,1.1211282
3/2/2020 23:49,17.970537,25.758062
3/3/2020 0:00,42.09173,36.841213
3/3/2020 0:10,0.96061885,1.1087918
3/3/2020 0:19,12.113598,18.835321
3/3/2020 0:29,37.502224,35.533386
3/3/2020 0:39,0.98041403,1.1445893
3/3/2020 0:49,0.98879826,1.155744
3/3/2020 0:59,0.9927558,1.1637026
3/3/2020 1:10,0.9938327,1.1653911
3/3/2020 1:20,0.9939438,1.1647366
3/3/2020 1:29,0.9985589,1.172157
3/3/2020 1:39,0.99801385,1.170461
3/3/2020 1:49,0.99529064,1.1652255
3/3/2020 1:59,0.99125326,1.1648172
3/3/2020 2:09,0.9880024,1.1590993
3/3/2020 2:20,0.98098195,1.1484716
3/3/2020 2:30,0.980739,1.140968
3/3/2020 2:39,0.9855455,1.1516476
3/3/2020 2:49,0.9760953,1.1373065
3/3/2020 2:59,0.9741007,1.1269119
3/3/2020 3:09,0.9743751,1.1217763
3/3/2020 3:19,0.97157705,1.1232619
3/3/2020 3:30,0.96924484,1.1250864
3/3/2020 3:40,0.96807325,1.1203169
3/3/2020 3:49,0.96152246,1.1185448
3/3/2020 3:59,0.95925105,1.1067954
3/3/2020 4:09,0.9607096,1.1064621
3/3/2020 4:19,0.9576659,1.105411
3/3/2020 4:29,0.95707345,1.1014156
3/3/2020 4:40,0.9537177,1.0913633
3/3/2020 4:50,0.95407975,1.0954889
3/3/2020 4:59,0.9595028,1.1007916
3/3/2020 5:09,0.951408,1.0858607
3/3/2020 5:19,0.9476136,1.0891376
3/3/2020 5:29,0.95253146,1.085918
3/3/2020 5:39,0.94723773,1.0816792
3/3/2020 5:50,0.9439949,1.0819956
3/3/2020 6:00,0.94043636,1.0732056
3/3/2020 6:09,0.9419255,1.061456
3/3/2020 6:19,0.9373945,1.0607786
3/3/2020 6:29,0.93766904,1.0630127
3/3/2020 6:39,0.9380475,1.0550276
3/3/2020 6:49,0.93773985,1.054127
3/3/2020 7:00,0.9374336,1.0532252
3/3/2020 7:10,0.9361601,1.0551304
3/3/2020 7:20,0.93429077,1.0535971
3/3/2020 7:29,0.9346696,1.0492202
3/3/2020 7:39,0.9316151,1.0433867
3/3/2020 7:49,0.925691,1.038613
3/3/2020 7:59,0.9272125,1.041667
3/3/2020 8:10,0.928733,1.0446616
3/3/2020 8:20,0.9275688,1.0413065
3/3/2020 8:30,0.92947686,1.0486425
3/3/2020 8:39,0.92512107,1.0366727
3/3/2020 8:49,0.9272952,1.0465857
3/3/2020 8:59,0.9249017,1.0278667
3/3/2020 9:09,0.9243549,1.0350547
3/3/2020 9:20,0.91869426,1.0323919
3/3/2020 9:30,0.92458355,1.0257609
3/3/2020 9:40,0.92318237,1.0286822
3/3/2020 9:49,0.9182724,1.0305923
3/3/2020 9:59,0.9195912,1.0341256
3/3/2020 10:09,0.9231881,1.02773
3/3/2020 10:19,0.9168991,1.0222429
3/3/2020 10:29,0.9204215,1.0263433
3/3/2020 10:40,0.9227655,1.0281721
3/3/2020 10:50,0.92016745,1.0252793
3/3/2020 10:59,0.91653275,1.0213814
3/3/2020 11:09,0.9201995,1.0148556
3/3/2020 11:19,0.9165504,1.0239707
3/3/2020 11:29,0.9199115,1.0233551
3/3/2020 11:39,0.9197334,1.018154
3/3/2020 11:50,0.9195591,1.0129532
3/3/2020 12:00,0.9162419,1.021668
3/3/2020 12:09,0.9116955,1.0136412
3/3/2020 12:19,0.9120506,1.0143327
3/3/2020 12:29,0.91261005,1.015192
3/3/2020 12:39,0.9104835,1.014162
3/3/2020 12:49,0.91153896,1.0132632
3/3/2020 13:00,0.91259646,1.0123653
3/3/2020 13:10,0.91312003,1.007572
3/3/2020 13:19,0.91140985,1.0140002
3/3/2020 13:29,0.90738523,1.0143893
3/3/2020 13:39,0.9128456,1.0121078
3/3/2020 13:49,0.9163712,1.0122806
3/3/2020 13:59,0.9147601,1.0132836
3/3/2020 14:10,0.91196656,1.0120174
3/3/2020 14:20,0.9163289,1.0137302
3/3/2020 14:29,0.9095274,1.0233489
3/3/2020 14:39,0.9175925,1.0171533
3/3/2020 14:49,0.918349,1.0148636
3/3/2020 14:59,0.92142785,1.0222578
3/3/2020 15:10,0.9189985,1.0190486
3/3/2020 15:20,0.91410744,1.0255753
3/3/2020 15:30,0.91824687,1.0213268
3/3/2020 15:39,0.91524744,1.0074542
3/3/2020 15:49,0.9229386,1.0214251
3/3/2020 15:59,0.91655564,1.0234705
3/3/2020 16:09,0.9200566,1.0239284
3/3/2020 16:20,0.9235587,1.0243875
3/3/2020 16:30,0.92070675,1.0346603
3/3/2020 16:39,0.92148674,1.0299387
3/3/2020 16:49,0.9210814,1.0294331
3/3/2020 16:59,0.92012,1.0413043
3/3/2020 17:09,0.9285053,1.030541
3/3/2020 17:19,0.92789996,1.0307873
3/3/2020 17:30,0.92729676,1.0310327
3/3/2020 17:40,0.9198495,1.0335304
3/3/2020 17:49,0.92805827,1.0338199
3/3/2020 17:59,0.9297186,1.0340023
3/3/2020 18:09,0.9235933,1.0372099
3/3/2020 18:19,0.9246843,1.0398653
3/3/2020 18:29,0.92270005,1.0353318
3/3/2020 18:40,0.9207115,1.0307986
3/3/2020 18:50,0.92420185,1.0369315
3/3/2020 18:59,0.92913616,1.0387816
3/3/2020 19:09,0.9283439,1.0388175
3/3/2020 19:19,0.9286616,1.0381312
3/3/2020 19:29,0.92653847,1.0388074
3/3/2020 19:39,0.93624425,1.0548017
3/3/2020 19:50,0.9290348,1.0388563
3/3/2020 20:00,0.9326726,1.0417119
3/3/2020 20:09,0.9288058,1.0495021
3/3/2020 20:19,0.9329798,1.0469977
3/3/2020 20:29,0.9343964,1.0381649
3/3/2020 20:39,0.9280467,1.0518634
3/3/2020 20:49,0.9277518,1.053649
3/3/2020 21:00,0.93079066,1.0623795
3/3/2020 21:10,0.9308703,1.048178
3/3/2020 21:19,0.93657005,1.0457633
3/3/2020 21:29,0.9337908,1.0479957
3/3/2020 21:39,0.9310441,1.0491552
3/3/2020 21:49,0.9329685,1.0578632
3/3/2020 21:59,0.9346547,1.0563914
3/3/2020 22:10,0.9363378,1.0549225
3/3/2020 22:20,0.94041586,1.0646268
3/3/2020 22:29,54.516163,40.828556
3/3/2020 22:39,14.032222,21.406034
3/3/2020 22:49,0.9425775,1.0822922
3/3/2020 22:59,0.95323026,1.0850456
3/3/2020 23:09,0.9566153,1.0949949
3/3/2020 23:20,0.95994496,1.1049609
3/3/2020 23:30,0.9547224,1.1069114
3/3/2020 23:40,0.9625546,1.1167147
3/3/2020 23:49,0.96234035,1.1021988
3/3/2020 23:59,0.9641222,1.1064235
3/4/2020 0:09,57.995586,42.9267
3/4/2020 0:19,43.19423,37.23621
3/4/2020 0:30,27.784843,31.57534
3/4/2020 0:40,0.9757086,1.1353358
3/4/2020 0:50,0.98030865,1.1428126
3/4/2020 0:59,0.98174584,1.1432685
3/4/2020 1:09,0.9835037,1.1526421
3/4/2020 1:19,0.98419106,1.1510985
3/4/2020 1:29,0.9858948,1.154062
3/4/2020 1:40,0.9829136,1.1488761
3/4/2020 1:50,0.98226845,1.148732
3/4/2020 2:00,0.9823824,1.1424214
3/4/2020 2:09,0.97794855,1.1410094
3/4/2020 2:19,0.97515213,1.1423122
3/4/2020 2:29,0.97232306,1.1338509
3/4/2020 2:39,0.9715477,1.1260712
3/4/2020 2:50,0.97144186,1.1180677
3/4/2020 3:00,0.96403253,1.1182522
3/4/2020 3:10,0.96522033,1.1223508
3/4/2020 3:19,0.9634079,1.1135434
3/4/2020 3:29,0.96273863,1.1097317
3/4/2020 3:39,0.94810486,1.0961056
3/4/2020 3:49,0.94943655,1.0937259
3/4/2020 4:00,0.9509617,1.0914906
3/4/2020 4:10,0.95026314,1.0897859
3/4/2020 4:20,0.9428135,1.0880394
3/4/2020 4:29,0.946509,1.0849788
3/4/2020 4:39,0.94783103,1.0760334
3/4/2020 4:49,0.9450213,1.0724428
3/4/2020 4:59,0.94018924,1.0747887
3/4/2020 5:09,0.9417757,1.0716177
3/4/2020 5:20,0.9394145,1.0609096
3/4/2020 5:30,0.9391564,1.0564559
3/4/2020 5:39,0.93620086,1.0589005
3/4/2020 5:49,0.93402815,1.0514771
3/4/2020 5:59,0.93117094,1.0478306
3/4/2020 6:09,0.9311942,1.0491304
3/4/2020 6:19,0.93093514,1.0455967
3/4/2020 6:30,0.9283122,1.037452
3/4/2020 6:40,0.92860794,1.0474639
3/4/2020 6:49,0.92792606,1.0302025
3/4/2020 6:59,0.9272859,1.0340172
3/4/2020 7:09,0.9222729,1.0316094
3/4/2020 7:19,0.92421687,1.0302287
3/4/2020 7:30,0.92655325,1.0296024
3/4/2020 7:40,0.9220723,1.0227052
3/4/2020 7:50,0.9221022,1.0147607
3/4/2020 7:59,0.91746366,1.0184916
3/4/2020 8:09,0.91708636,1.019254
3/4/2020 8:19,0.91607547,1.0164666
3/4/2020 8:29,0.9138987,1.0123078
3/4/2020 8:40,0.9117247,1.0081495
3/4/2020 8:50,0.9125513,1.0198603
3/4/2020 9:00,0.90783346,1.006019
3/4/2020 9:09,0.9083669,0.998758
3/4/2020 9:19,0.90899754,1.0029408
3/4/2020 9:29,0.9075731,1.0024375
3/4/2020 9:39,0.90582836,0.9969781
3/4/2020 9:50,0.9040824,0.99151856
3/4/2020 10:00,0.9080106,0.99815553
